City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
782,Liwale,TZ,72.32,few clouds,-9.7667,37.9333,Samoma lodge
784,Nakhon Phanom,TH,74.39,broken clouds,17.3333,104.4167,ป่ายางรีสอร์ท
787,Teofilo Otoni,BR,73.45,light rain,-17.8575,-41.5053,Hotel Nobre Palace
793,Kiunga,PG,71.69,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
794,Los Llanos De Aridane,ES,71.35,volcanic ash,28.6585,-17.9182,Valle Aridane
795,Thai Binh,VN,78.8,overcast clouds,20.45,106.3333,Sweden Hotel
797,Dhidhdhoo,MV,81.45,overcast clouds,6.8833,73.1,Dhidhoo beach
800,Calama,CL,73.89,clear sky,-22.4667,-68.9333,Diego De Almagro Calama
804,Henderson,US,74.37,clear sky,36.0397,-114.9819,Hawthorn Suites By Wyndham Las Vegas/Henderson
805,Zhuhai,CN,79.05,scattered clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
806,Savannah Bight,HN,86.05,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
807,Waingapu,ID,79.09,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
808,Ntoum,GA,80.37,overcast clouds,0.3833,9.7833,Hôtel Santa Barbara
810,Kununurra,AU,78.78,overcast clouds,-15.7667,128.7333,Hotel Kununurra
812,Tual,ID,82.44,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
813,Prien,US,84.18,few clouds,30.1819,-93.2738,L'Auberge Casino Resort Lake Charles
815,Rincon,US,82.85,few clouds,32.296,-81.2354,Days Inn Rincon
817,Puerto Cabezas,NI,85.96,broken clouds,14.0351,-83.3888,Cabaña Caribe
820,Buluang,PH,75.47,scattered clouds,13.3068,123.3425,Enon Beach Resort
825,Porto Walter,BR,75.07,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
826,Pemangkat,ID,77.25,light rain,1.1667,108.9667,Ramah Kost KITA
831,Kudus,ID,77.41,scattered clouds,-6.8048,110.8405,@HOM Hotel by Horison
832,Jacareacanga,BR,84.31,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
833,Huaura,PE,70.75,scattered clouds,-11.07,-77.5994,Hotel Restaurant Turístico Casablanca
