City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Katangli,RU,51.7102,143.2326,22.66,91,15,5.93,few clouds
346,Tecoanapa,MX,16.5167,-98.75,85.28,68,100,8.41,overcast clouds
347,Saint Anthony,US,45.0205,-93.218,56.55,93,90,1.99,moderate rain
348,Portland,US,45.5234,-122.6762,61.57,77,75,3.0,broken clouds
349,Salalah,OM,17.0151,54.0924,78.89,78,40,4.61,scattered clouds
350,Caravelas,BR,-17.7125,-39.2481,72.1,93,100,13.33,overcast clouds
351,Coquimbo,CL,-29.9533,-71.3436,60.53,63,40,12.66,scattered clouds
352,Lethem,GY,3.3803,-59.7968,91.15,49,87,6.44,overcast clouds
353,Saint-Augustin,CA,51.226,-58.6502,45.09,88,100,14.07,overcast clouds
354,Maumere,ID,-8.6199,122.2111,79.65,83,100,5.61,overcast clouds
355,Nueva Gorgona,PA,8.55,-79.8667,87.91,55,92,2.86,overcast clouds
356,Gat,IL,31.61,34.7642,70.48,72,2,4.07,clear sky
357,Ocos,GT,14.5094,-92.1933,86.5,81,96,11.25,overcast clouds
358,Balykshi,KZ,47.0667,51.8667,35.6,87,40,11.18,scattered clouds
359,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,83,20,11.5,few clouds
360,Mbalmayo,CM,3.5167,11.5,65.86,97,90,1.66,overcast clouds
361,Terrasini,IT,38.146,13.0844,65.89,82,20,4.61,few clouds
362,Victor Harbor,AU,-35.5667,138.6167,61.2,90,31,6.96,scattered clouds
363,Stephenville,US,32.2207,-98.2023,83.93,59,40,4.61,scattered clouds
364,Yerbogachen,RU,61.2767,108.0108,35.58,92,100,9.86,overcast clouds
365,Abaetetuba,BR,-1.7181,-48.8825,86.04,80,52,7.38,broken clouds
366,Jasper,US,37.2001,-94.3502,71.01,75,90,1.01,overcast clouds
367,Kapaa,US,22.0752,-159.319,82.38,71,40,1.01,scattered clouds
368,Nouakchott,MR,18.0858,-15.9785,83.77,45,3,13.49,clear sky
369,Lokosovo,RU,61.1333,74.8167,38.79,94,100,5.88,overcast clouds
370,Kalmunai,LK,7.4167,81.8167,79.84,84,100,6.49,overcast clouds
371,Yei,SS,4.095,30.6779,66.51,99,100,4.12,light rain
372,Qui Nhon,VN,13.7667,109.2333,76.8,89,99,4.05,overcast clouds
373,Butaritari,KI,3.0707,172.7902,81.36,74,44,9.33,scattered clouds
374,Mirnyy,RU,62.5353,113.9611,33.64,98,100,10.13,light rain
375,La Ronge,CA,55.1001,-105.2842,43.05,42,20,9.22,few clouds
376,College,US,64.8569,-147.8028,34.9,71,75,0.0,broken clouds
377,Baykit,RU,61.67,96.37,35.58,94,100,3.62,overcast clouds
378,Dongying,CN,37.4564,118.4856,51.6,68,95,4.27,light rain
379,Kangaatsiaq,GL,68.3065,-53.4641,32.43,75,100,12.17,overcast clouds
380,Ullapool,GB,57.8987,-5.1604,40.35,69,92,10.54,overcast clouds
381,North Bend,US,43.4065,-124.2243,63.25,80,75,9.22,broken clouds
382,Nagato,JP,34.3833,131.2,60.71,69,100,13.02,overcast clouds
383,Elat,IL,29.5581,34.9482,73.24,60,0,12.66,clear sky
384,Labuan,MY,5.2767,115.2417,73.76,100,20,0.0,few clouds
385,Santa Cruz De La Palma,ES,28.6835,-17.7642,75.34,83,50,12.66,volcanic ash
386,Lapa,BR,-25.7697,-49.7158,61.38,82,100,5.14,overcast clouds
387,Ust-Omchug,RU,61.15,149.6333,-19.52,96,19,0.98,few clouds
388,Sinnamary,GF,5.3833,-52.95,82.26,75,37,9.69,scattered clouds
389,Palmer,US,42.1584,-72.3287,75.31,49,75,9.22,broken clouds
390,Abu Kamal,SY,34.4506,40.9171,70.75,30,0,8.9,clear sky
391,Nantucket,US,41.2835,-70.0995,70.14,62,1,10.36,clear sky
392,Bosobolo,CD,4.1833,19.9,70.95,98,100,1.52,overcast clouds
393,Srednekolymsk,RU,67.45,153.6833,-10.41,98,80,2.51,broken clouds
394,Yantai,CN,37.5333,121.4,50.7,62,99,7.92,overcast clouds
395,Kandi,BJ,11.1342,2.9386,79.93,69,77,5.06,broken clouds
396,Bereda,ES,43.2686,-7.5406,60.42,100,100,7.11,overcast clouds
397,Namibe,AO,-15.1961,12.1522,67.62,88,43,3.2,scattered clouds
398,Verkhoshizhemye,RU,58.011,49.1038,28.06,93,48,4.45,light snow
399,Tessalit,ML,20.1986,1.0114,79.79,18,0,9.6,clear sky
400,Bijar,IR,35.8668,47.6051,46.09,70,30,3.76,scattered clouds
401,Cermik,TR,38.1361,39.4493,48.69,44,0,5.53,clear sky
402,Axim,GH,4.8699,-2.2405,78.33,86,96,8.21,light rain
403,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,72,79,2.89,broken clouds
404,Solwezi,ZM,-12.1688,26.3894,73.44,45,100,4.36,overcast clouds
405,Byron Bay,AU,-28.65,153.6167,65.05,93,94,4.56,moderate rain
406,Wanning,CN,18.8003,110.3967,77.67,90,99,0.85,overcast clouds
407,Marrakesh,MA,31.6315,-8.0083,77.07,44,0,6.91,clear sky
408,Acajutla,SV,13.5928,-89.8275,81.99,80,82,7.81,broken clouds
409,Antalaha,MG,-14.9003,50.2788,68.65,89,9,5.1,clear sky
410,Popondetta,PG,-8.7537,148.2534,71.55,90,100,3.2,overcast clouds
411,Lahij,YE,13.1667,44.5833,80.92,55,94,4.85,overcast clouds
412,Theunissen,ZA,-28.411,26.7011,63.12,28,12,6.2,few clouds
413,Puksoozero,RU,62.5903,40.6066,30.13,79,100,13.53,light snow
414,Suamico,US,44.6319,-88.0393,61.79,81,20,3.0,few clouds
415,Grand Gaube,MU,-20.0064,57.6608,75.38,71,29,5.99,light rain
416,Itanagar,IN,27.1,93.6167,70.79,99,100,0.69,overcast clouds
417,Vredefort,ZA,-27.0081,27.3646,63.03,35,85,5.84,overcast clouds
418,Mahibadhoo,MV,3.7833,72.9667,82.0,70,71,12.82,broken clouds
419,Pisco,PE,-13.7,-76.2167,69.85,64,0,17.27,clear sky
420,Puerto Colombia,CO,10.9878,-74.9547,86.09,76,100,10.74,overcast clouds
421,Luanda,AO,-8.8368,13.2343,77.0,83,20,8.05,few clouds
422,Lazaro Cardenas,MX,17.9583,-102.2,84.81,72,100,6.42,overcast clouds
423,George Town,MY,5.4112,100.3354,76.95,96,40,2.3,light rain
424,Micheweni,TZ,-4.9667,39.8333,76.28,83,29,8.93,scattered clouds
425,Keffi,NG,8.8486,7.8736,73.76,92,95,0.74,overcast clouds
426,Changying,CN,52.8733,123.3213,28.29,71,100,3.87,overcast clouds
427,Okha,RU,53.5739,142.9478,27.3,84,42,9.82,scattered clouds
428,Seminole,US,28.7086,-81.2081,86.29,63,1,1.99,clear sky
429,Nokha,IN,27.6,73.4167,78.87,22,0,9.62,clear sky
430,Acarau,BR,-2.8856,-40.12,82.58,71,100,14.09,overcast clouds
431,Rumonge,BI,-3.9736,29.4386,73.99,78,77,5.03,broken clouds
432,Talaban,PH,10.1275,122.8697,77.61,87,100,3.47,overcast clouds
433,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.32,79,6,13.73,clear sky
434,Beipiao,CN,41.7919,120.7792,40.62,44,78,1.86,broken clouds
435,Impfondo,CG,1.6381,18.0667,69.64,98,100,2.08,overcast clouds
436,Moramanga,MG,-18.9333,48.2,57.83,99,35,0.45,scattered clouds
437,Ulaangom,MN,49.9811,92.0667,31.28,65,0,2.98,clear sky
438,Vilhena,BR,-12.7406,-60.1458,82.62,65,40,9.22,scattered clouds
439,Teya,RU,60.3778,92.6267,35.38,86,25,4.83,scattered clouds
440,Dourbali,TD,11.8091,15.8632,80.22,57,100,13.71,overcast clouds
441,Jalingo,NG,8.8833,11.3667,76.77,82,63,1.23,light rain
442,Guerrero Negro,MX,27.9769,-114.0611,71.13,58,79,11.3,broken clouds
443,Tucuma,BR,-0.1833,-50.05,86.23,60,13,9.82,few clouds
444,Yamandu,SL,7.9362,-11.4928,74.07,98,100,2.44,moderate rain
445,San Andres,CO,12.5847,-81.7006,87.82,70,75,4.61,broken clouds
446,Darhan,MN,49.4867,105.9228,33.44,64,0,4.94,clear sky
447,La Joya,MX,18.6667,-99.4667,87.31,59,77,3.2,broken clouds
448,Westport,US,41.1415,-73.3579,79.05,48,1,5.99,clear sky
449,Tiznit,MA,29.5833,-9.5,73.15,35,29,0.45,scattered clouds
450,Alta Floresta,BR,-9.8756,-56.0861,91.22,52,40,3.44,scattered clouds
451,Rotenburg,DE,53.1167,9.4,61.39,85,99,18.48,overcast clouds
452,Faya,SA,18.3851,42.4509,61.32,28,2,7.61,clear sky
453,Xuanzhou,CN,30.9525,118.7553,49.8,95,100,4.0,overcast clouds
454,Road Town,VG,18.4167,-64.6167,86.2,94,34,0.0,scattered clouds
455,Elmadag,TR,39.9208,33.2308,46.53,57,0,4.12,clear sky
456,Chebsara,RU,59.2002,38.8356,31.33,95,100,17.27,snow
457,Bugyi,HU,47.2275,19.1466,58.91,60,69,11.61,broken clouds
458,Lima,PE,-12.0432,-77.0282,68.4,57,0,1.99,clear sky
459,Santa Rosa,PH,14.3122,121.1114,81.1,84,75,4.18,broken clouds
460,Saint George,US,37.1041,-113.5841,72.63,29,1,3.0,clear sky
461,Arlit,NE,18.7369,7.3853,90.01,12,12,4.79,few clouds
462,Abonnema,NG,4.7084,6.7931,76.51,88,100,3.85,overcast clouds
463,Puerto Padre,CU,21.195,-76.6028,87.01,68,88,11.27,overcast clouds
464,Kuching,MY,1.55,110.3333,77.22,94,20,0.0,few clouds
465,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,82.2,78,40,9.22,thunderstorm
466,Rypefjord,NO,70.6333,23.6667,27.07,80,40,17.27,scattered clouds
467,Altay,CN,47.8667,88.1167,41.47,38,0,10.4,clear sky
468,Urucara,BR,-2.5364,-57.76,91.44,47,74,2.64,broken clouds
469,Nizwa,OM,22.9333,57.5333,79.66,42,26,4.05,scattered clouds
470,Lukow,PL,51.929,22.3796,55.67,61,97,18.21,overcast clouds
471,Ajdabiya,LY,30.7554,20.2263,72.21,53,69,11.27,broken clouds
472,Tevriz,RU,57.509,72.4042,40.23,67,100,4.59,overcast clouds
473,Bluff,NZ,-46.6,168.3333,47.59,58,100,3.15,overcast clouds
474,Moree,AU,-29.4667,149.85,55.42,76,99,8.05,overcast clouds
475,Burgeo,CA,47.6167,-57.6152,51.37,76,100,11.03,overcast clouds
476,Marica,BR,-22.9194,-42.8186,66.85,89,100,6.11,overcast clouds
477,Bela,IN,25.9333,81.9833,72.66,66,5,3.78,clear sky
478,Drovyanaya,RU,51.5833,113.0333,22.51,97,38,2.15,scattered clouds
479,Antoing,BE,50.556,3.4653,62.62,96,100,16.33,overcast clouds
480,Tatarsk,RU,55.219,75.9828,43.84,55,100,8.57,overcast clouds
481,Pangkalanbuun,ID,-2.6833,111.6167,73.72,98,86,1.43,overcast clouds
482,Seversk,RU,56.6006,84.8864,40.15,87,80,5.99,broken clouds
483,Hardenberg,NL,52.5758,6.6194,59.32,92,45,8.01,scattered clouds
484,San Policarpo,PH,12.1791,125.5072,79.66,84,95,5.82,overcast clouds
485,Paamiut,GL,61.994,-49.6678,36.32,60,0,8.7,clear sky
486,Chicama,PE,-7.8447,-79.1469,61.34,62,61,10.58,broken clouds
487,Inirida,CO,3.8653,-67.9239,85.32,68,87,0.72,overcast clouds
488,Kondagaon,IN,19.6,81.6667,68.07,86,17,2.42,few clouds
489,Tommot,RU,58.9564,126.2925,30.88,90,100,10.25,overcast clouds
490,Aden,YE,12.7794,45.0367,85.12,60,57,8.52,broken clouds
491,Zhigansk,RU,66.7697,123.3711,16.03,94,75,6.06,broken clouds
492,Mehamn,NO,71.0357,27.8492,30.38,69,0,11.5,clear sky
493,Vanimo,PG,-2.6741,141.3028,76.12,92,100,2.24,overcast clouds
494,Andros Town,BS,24.7,-77.7667,82.36,66,71,20.51,broken clouds
495,Gushikawa,JP,26.3544,127.8686,76.23,84,90,5.75,overcast clouds
496,Krasnoselkup,RU,65.7,82.4667,35.46,64,99,10.67,overcast clouds
497,Kruisfontein,ZA,-34.0033,24.7314,58.89,88,13,5.12,few clouds
498,Skibbereen,IE,51.55,-9.2667,48.0,67,39,15.88,scattered clouds
499,Shingu,JP,33.7333,135.9833,51.48,76,100,6.46,overcast clouds
500,Goderich,CA,43.7501,-81.7165,66.9,72,89,9.22,overcast clouds
501,Zarinsk,RU,53.7074,84.9493,40.48,64,62,5.55,broken clouds
502,Matagami,CA,49.7502,-77.6328,37.51,100,90,12.66,overcast clouds
503,Umea,SE,63.8284,20.2597,40.93,93,75,10.36,light rain
504,Kshenskiy,RU,51.8408,37.7136,43.56,40,100,17.74,moderate rain
505,Vawkavysk,BY,53.1561,24.4513,55.65,72,100,18.05,overcast clouds
506,Eagle Pass,US,28.7091,-100.4995,90.91,50,20,9.22,few clouds
507,Imeni Poliny Osipenko,RU,52.4201,136.4853,14.07,97,34,2.91,scattered clouds
508,Viedma,AR,-40.8135,-62.9967,80.04,15,0,21.21,clear sky
509,San Vicente,AR,-26.6167,-54.1333,75.07,39,31,2.93,scattered clouds
510,Nakusp,CA,50.2499,-117.8023,44.94,93,100,2.3,overcast clouds
511,Soyo,AO,-6.1349,12.3689,76.12,81,28,5.91,scattered clouds
512,Sitka,US,57.0531,-135.33,46.29,89,100,8.03,light rain
513,Yenagoa,NG,4.9247,6.2642,75.61,93,100,2.46,overcast clouds
514,Neyshabur,IR,36.2133,58.7958,56.28,34,2,4.97,clear sky
515,Yashkul,RU,46.1711,45.3435,41.65,54,4,6.11,clear sky
516,Ojinaga,MX,29.5667,-104.4167,92.57,26,1,0.0,clear sky
517,Mazamari,PE,-11.3258,-74.5308,80.37,78,99,1.72,overcast clouds
518,Nishihara,JP,26.1842,127.7558,76.28,77,90,4.61,overcast clouds
519,Babaeski,TR,41.4325,27.0931,52.88,79,0,5.88,clear sky
520,Talipparamba,IN,12.05,75.35,75.79,94,100,3.31,light rain
521,Ligayan,PH,4.6533,119.4706,83.46,74,100,6.58,overcast clouds
522,Pilar,BR,-9.5972,-35.9567,82.33,70,6,11.86,clear sky
523,Santarem,BR,-2.4431,-54.7083,87.93,66,20,6.91,few clouds
524,Oka,CA,45.4649,-74.0889,68.25,59,66,3.44,broken clouds
525,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.19,68,0,11.18,clear sky
526,Hofn,IS,64.2539,-15.2082,33.48,52,2,7.14,clear sky
527,Mahon,ES,39.8885,4.2658,63.16,77,0,3.44,clear sky
528,Barentu,ER,15.1139,37.5928,78.33,39,12,6.8,few clouds
529,Wilmington,US,34.2257,-77.9447,82.0,40,1,6.91,clear sky
530,Inhambane,MZ,-23.865,35.3833,66.79,69,0,8.46,clear sky
531,Koungheul,SN,13.9833,-14.8,88.07,31,23,5.37,few clouds
532,Port Keats,AU,-14.25,129.55,82.92,74,80,6.22,broken clouds
533,Severobaykalsk,RU,55.65,109.3167,30.69,79,28,3.91,scattered clouds
534,Tazovskiy,RU,67.4667,78.7,31.17,85,100,12.01,overcast clouds
535,Storslett,NO,69.7678,21.0247,26.89,91,100,10.92,light snow
536,Kamenka,RU,51.3223,42.7678,34.63,71,98,9.26,overcast clouds
537,Atar,MR,20.5169,-13.0499,87.12,13,2,10.07,clear sky
538,Sovetskiy,RU,61.3614,63.5842,30.22,85,100,4.56,overcast clouds
539,Takoradi,GH,4.8845,-1.7554,77.81,88,96,7.81,light rain
540,Pangody,RU,65.85,74.4859,29.79,91,100,5.28,overcast clouds
541,Capao Da Canoa,BR,-29.7456,-50.0097,63.43,67,100,13.73,overcast clouds
542,Isiolo,KE,0.3546,37.5822,70.97,71,93,14.27,overcast clouds
543,Coahuayana,MX,18.7333,-103.6833,90.88,66,44,6.29,scattered clouds
544,Boddam,GB,57.4667,-1.7833,40.12,73,100,24.76,light rain
545,Phonhong,LA,18.5007,102.4166,73.83,95,36,2.3,scattered clouds
546,Sundumbili,ZA,-29.1337,31.3975,61.11,80,0,8.08,clear sky
547,Muisne,EC,0.6,-80.0333,80.71,82,100,10.09,overcast clouds
548,Labuhan,ID,-6.8844,112.2051,79.23,82,19,7.23,few clouds
549,America Dourada,BR,-11.4553,-41.4361,85.41,41,81,6.67,broken clouds
550,Bilma,NE,18.6853,12.9164,86.88,13,0,10.51,clear sky
551,Merseburg,DE,51.3667,12.0,64.92,71,0,1.99,clear sky
552,Umm Lajj,SA,25.0213,37.2685,79.92,68,0,13.6,clear sky
553,Kurkino,RU,53.4257,38.6582,36.77,76,100,19.35,moderate rain
554,Bandarbeyla,SO,9.4942,50.8122,77.68,83,27,6.55,scattered clouds
555,Pacific Grove,US,36.6177,-121.9166,72.16,63,90,1.99,overcast clouds
556,Ingham,US,42.6,-84.3833,73.09,52,1,5.75,clear sky
557,Svetlogorsk,BY,52.6333,29.7333,52.2,66,100,15.77,overcast clouds
558,Ekhabi,RU,53.5102,142.9671,24.96,87,28,9.66,scattered clouds
559,Oranjemund,NA,-28.55,16.4333,63.1,70,99,3.51,overcast clouds
560,Arawa,PG,-6.2132,155.5367,78.01,90,97,0.34,overcast clouds
561,Billings,US,45.7833,-108.5007,57.36,64,75,5.75,broken clouds
562,Mamlyutka,KZ,54.9375,68.5394,46.04,59,100,9.93,light rain
563,Nemuro,JP,43.3236,145.575,49.01,78,100,20.15,moderate rain
564,Cabinda,AO,-5.55,12.2,76.24,83,55,5.37,broken clouds
565,Bauchi,NG,10.5,10.0,78.44,70,67,7.43,broken clouds
566,Chakradharpur,IN,22.7,85.6333,71.67,81,86,3.11,overcast clouds
567,Iralaya,HN,15.0,-83.2333,86.09,76,87,6.04,overcast clouds
568,Rimbey,CA,52.6334,-114.2353,50.92,42,0,21.59,clear sky
569,Fomboni,KM,-12.28,43.7425,77.95,74,94,4.74,overcast clouds
570,Usinsk,RU,65.9939,57.5281,31.32,91,98,15.97,overcast clouds
571,Leh,IN,34.1667,77.5833,42.94,37,0,4.68,clear sky
572,Nyurba,RU,63.2842,118.3319,29.35,94,99,6.62,overcast clouds
573,Chabahar,IR,25.2919,60.643,78.6,80,7,7.29,clear sky
574,Horta,PT,38.5333,-28.6333,67.64,73,20,5.75,few clouds
575,Balabac,PH,7.9868,117.0645,80.6,80,70,5.53,broken clouds
576,Rila,BG,42.1333,23.1333,46.98,77,1,3.91,clear sky
577,Nuuk,GL,64.1835,-51.7216,29.01,100,90,12.66,light snow
578,Mitu,CO,1.1983,-70.1733,75.51,92,99,2.89,heavy intensity rain
579,Ambilobe,MG,-13.2,49.05,71.29,79,38,3.58,scattered clouds
580,Ginir,ET,7.1333,40.7,57.69,57,96,5.19,overcast clouds
581,Quibdo,CO,5.6947,-76.6611,81.36,90,88,3.71,light rain
582,Dwarka,IN,22.2394,68.9678,79.84,58,0,8.23,clear sky
583,Chik,RU,54.9928,82.4311,40.71,86,0,4.47,clear sky
584,Mahina,PF,-17.5065,-149.489,83.97,65,75,13.8,light rain
585,Luwuk,ID,-0.9516,122.7875,77.32,77,67,2.64,broken clouds
586,Dunmore Town,BS,25.5,-76.65,80.96,64,43,18.84,scattered clouds
587,Jalu,LY,29.0331,21.5482,73.8,41,14,8.37,few clouds
588,Victoria Point,AU,-27.5833,153.3,66.11,89,38,1.99,scattered clouds
589,Sai Buri,TH,6.7013,101.6168,76.37,90,100,4.72,moderate rain
590,Portobelo,PA,9.55,-79.65,86.41,82,100,6.22,overcast clouds
591,Comodoro Rivadavia,AR,-45.8667,-67.5,82.26,21,40,20.71,scattered clouds
592,Mount Isa,AU,-20.7333,139.5,76.77,47,75,4.61,broken clouds
593,High Level,CA,58.5169,-117.136,44.71,61,1,12.66,clear sky
594,Villa De Cura,VE,10.0386,-67.4894,79.97,78,100,1.66,overcast clouds
595,Belaya Gora,RU,68.5333,146.4167,-10.73,97,29,2.26,scattered clouds
596,Igrim,RU,63.1906,64.4162,30.83,89,63,4.41,broken clouds
597,Batagay-Alyta,RU,67.8006,130.4114,11.21,91,100,2.04,overcast clouds
598,Salamiyah,SY,35.0113,37.0532,63.73,70,0,5.64,clear sky
599,Garissa,KE,-0.4536,39.6401,78.31,66,99,21.16,overcast clouds
600,Udachnyy,RU,66.4167,112.4,34.0,97,100,15.39,overcast clouds
601,Fukue,JP,32.6881,128.8419,61.97,69,100,5.95,moderate rain
602,Ridge,US,40.894,-72.8959,78.85,49,1,4.0,clear sky
603,Boulsa,BF,12.6675,-0.5758,87.51,46,92,6.96,overcast clouds
604,Champerico,GT,14.3,-91.9167,86.54,84,100,9.53,overcast clouds
605,Nadym,RU,65.5333,72.5167,30.78,83,100,6.64,overcast clouds
606,Vostok,RU,46.4856,135.8833,14.76,84,6,3.6,clear sky
607,Half Moon Bay,US,37.4636,-122.4286,69.98,76,90,1.99,mist
608,Alexandria,EG,31.2156,29.9553,72.3,58,5,13.62,clear sky
609,Jackson,US,42.4165,-122.8345,58.15,82,40,3.44,scattered clouds
610,Eatonton,US,33.3268,-83.3885,80.24,51,67,4.25,broken clouds
611,Birjand,IR,32.8663,59.2211,50.47,11,0,9.22,clear sky
612,Japura,ID,-0.3167,102.35,70.97,99,93,2.44,overcast clouds
613,Kattivakkam,IN,13.2167,80.3167,80.69,77,20,2.93,few clouds
614,Kemijarvi,FI,66.7131,27.4306,28.09,95,100,13.4,snow
615,Makinsk,KZ,52.6292,70.4169,39.63,45,100,10.31,overcast clouds
616,Woodward,US,36.4337,-99.3904,71.96,33,1,12.66,clear sky
617,Mola Di Bari,IT,41.0609,17.0873,62.22,77,0,9.42,clear sky
618,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,85.12,70,100,0.98,overcast clouds
619,Angoche,MZ,-16.2325,39.9086,75.85,70,94,12.86,overcast clouds
620,Xinzhou,CN,38.4092,112.7333,39.2,62,0,3.96,clear sky
621,Yarmouth,US,41.7057,-70.2286,74.17,65,1,4.0,clear sky
622,Nanticoke,US,41.2054,-76.0049,74.53,52,3,3.0,clear sky
623,Verkh-Usugli,RU,52.7,115.1667,22.26,88,10,3.53,clear sky
624,Walbrzych,PL,50.7714,16.2843,61.95,74,79,16.75,broken clouds
625,Bangolo,CI,7.0069,-7.475,72.01,99,87,2.42,moderate rain
626,Eyl,SO,7.9803,49.8164,78.03,83,22,10.11,few clouds
627,Qaqortoq,GL,60.7167,-46.0333,30.7,42,0,3.31,clear sky
628,Palpa,PE,-14.5336,-75.1856,86.36,31,97,11.65,overcast clouds
629,Vero Beach,US,27.6386,-80.3973,84.24,56,1,4.0,clear sky
630,Shaowu,CN,27.3409,117.4831,56.8,97,100,2.59,overcast clouds
631,Porto Novo,BJ,6.4965,2.6036,82.22,81,100,6.4,overcast clouds
632,Stribro,CZ,49.7529,13.0041,61.66,86,78,6.11,broken clouds
633,Sampit,ID,-2.5333,112.95,73.42,98,99,1.23,overcast clouds
634,Sarangani,PH,5.4033,125.4636,81.77,74,99,3.58,overcast clouds
635,Saint-Georges,GD,12.0564,-61.7485,85.68,79,20,17.27,few clouds
636,Nevesinje,BA,43.2586,18.1133,43.66,92,16,4.03,few clouds
637,Parfino,RU,57.9731,31.6481,49.71,93,100,16.17,overcast clouds
638,San Lazaro,BZ,18.0387,-88.6622,85.78,87,97,6.4,overcast clouds
639,Poronaysk,RU,49.2167,143.1167,25.39,78,71,7.78,broken clouds
640,Porto Santo,PT,33.072,-16.3415,74.3,83,20,12.66,few clouds
641,Jaguarao,BR,-32.5661,-53.3758,64.15,63,90,12.44,overcast clouds
642,Mulege,MX,26.8833,-111.9833,81.48,49,94,10.22,overcast clouds
643,Ancud,CL,-41.8697,-73.8203,61.43,86,100,10.04,overcast clouds
644,Saboya,CO,5.6964,-73.7693,58.53,86,83,3.69,broken clouds
645,Dinghai,CN,26.2847,119.7936,61.72,85,100,13.09,overcast clouds
646,Barbacoas,CO,1.6715,-78.1398,80.83,85,97,6.15,moderate rain
647,Novaya Bryan,RU,51.7159,108.2691,20.17,89,7,2.33,clear sky
648,Kaspiyskiy,RU,45.3929,47.3707,44.29,51,3,8.9,clear sky
649,Arman,RU,59.7,150.1667,10.49,47,0,6.91,clear sky
650,Toora-Khem,RU,52.4675,96.11,26.17,86,2,2.37,clear sky
651,Guadalupe Y Calvo,MX,26.1,-106.9667,70.34,30,68,7.85,broken clouds
652,Benghazi,LY,32.1167,20.0667,71.22,63,78,14.76,broken clouds
653,Zhezkazgan,KZ,47.8043,67.7144,50.49,73,100,12.88,overcast clouds
654,Khorixas,NA,-20.3667,14.9667,64.35,39,5,8.16,clear sky
655,Kantunilkin,MX,21.0917,-87.45,84.04,89,90,5.37,overcast clouds
656,Isabela,PH,6.7085,121.9711,78.94,87,100,6.98,overcast clouds
657,Beyneu,KZ,45.3167,55.2,43.92,61,70,14.81,broken clouds
658,Teguise,ES,29.0605,-13.564,68.22,78,20,13.8,few clouds
659,Batemans Bay,AU,-35.7167,150.1833,60.98,92,99,5.28,overcast clouds
660,Sechura,PE,-5.5569,-80.8222,77.22,59,33,15.1,scattered clouds
661,Lasa,IT,46.6166,10.7002,52.63,95,98,5.3,overcast clouds
662,Miraflores,MX,19.2167,-98.8083,75.96,68,91,1.03,overcast clouds
663,Phan Thiet,VN,10.9333,108.1,77.07,90,100,4.79,light rain
664,Sisimiut,GL,66.9395,-53.6735,28.72,79,84,4.97,broken clouds
665,Borogontsy,RU,62.6683,131.1683,10.49,99,97,2.64,overcast clouds
666,Libourne,FR,44.9167,-0.25,68.86,71,100,7.94,overcast clouds
667,Arandis,NA,-22.4167,14.9667,55.47,63,5,1.34,clear sky
668,Ondjiva,AO,-17.0667,15.7333,72.32,46,48,8.63,scattered clouds
669,Curup,ID,-3.4667,102.5333,68.18,98,100,0.96,overcast clouds
670,Langsa,ID,4.4683,97.9683,73.35,98,100,3.11,moderate rain
671,Zakamensk,RU,50.3741,103.2863,28.54,71,1,2.17,clear sky
672,Tsogni,GA,-2.7942,10.0988,75.38,85,99,5.53,overcast clouds
673,Kihurio,TZ,-4.4667,38.0667,70.29,86,91,2.19,overcast clouds
674,Pitsunda,GE,43.1592,40.3378,46.58,59,2,3.22,clear sky
675,Harper,LR,4.375,-7.7169,78.06,87,60,9.37,light rain
676,Boulder,US,40.0833,-105.3505,61.74,31,1,1.99,clear sky
677,Mtambile,TZ,-5.3833,39.7,76.23,83,16,9.24,few clouds
678,Sembe,CG,1.6481,14.5806,70.21,99,100,1.66,overcast clouds
679,Viransehir,TR,37.2353,39.7631,64.33,30,0,6.33,clear sky
680,Isla Vista,US,34.4133,-119.861,79.68,59,1,10.36,clear sky
681,Vuktyl,RU,63.8567,57.3094,30.18,94,95,7.02,overcast clouds
682,Palmeira,BR,-25.4294,-50.0064,61.63,75,100,4.25,overcast clouds
683,Kloulklubed,PW,7.0419,134.2556,81.48,79,100,9.95,overcast clouds
684,Shubarshi,KZ,48.5872,57.1869,37.69,80,96,18.16,overcast clouds
685,Elko,US,41.0002,-115.5012,61.23,25,100,10.0,overcast clouds
686,Churapcha,RU,62.0025,132.4325,15.67,96,100,6.35,overcast clouds
687,Gorontalo,ID,0.5412,123.0595,74.98,94,96,3.87,overcast clouds
688,Verkhnevilyuysk,RU,63.4453,120.3167,25.32,95,99,5.17,overcast clouds
689,Chkalovsk,RU,56.7647,43.2433,31.59,74,100,18.79,light snow
690,Pitimbu,BR,-7.4706,-34.8086,81.19,75,8,11.88,clear sky
691,Upernavik,GL,72.7868,-56.1549,33.13,99,100,12.5,light snow
692,Maua,BR,-23.6678,-46.4614,59.36,88,100,7.83,overcast clouds
693,Kashima,JP,33.1061,130.0906,59.72,60,100,4.12,light rain
694,Ostrovnoy,RU,68.0531,39.5131,31.08,74,100,13.89,overcast clouds
695,Pahrump,US,36.2083,-115.9839,73.26,20,91,1.01,overcast clouds
